@relation 'd-weka.filters.unsupervised.attribute.StringToNominal-R12,14-weka.filters.unsupervised.attribute.NumericToNominal-R1-weka.filters.unsupervised.attribute.RenameAttribute-find([굚s굚S]+)-replace객실등급-R1-weka.filters.unsupervised.attribute.RenameNominalValues-R1-N1:1등급,2:2등급,3:3등급-weka.filters.unsupervised.attribute.RenameNominalValues-R2-N1:구조,0:사망-weka.filters.unsupervised.attribute.Remove-R10,13-14-weka.filters.unsupervised.attribute.Reorder-R1,3-last,2-weka.filters.unsupervised.attribute.StringToNominal-R2,7-weka.filters.unsupervised.attribute.Remove-R2,7'

@attribute 객실등급 {1등급,2등급,3등급}
@attribute 성별 {female,male}
@attribute 나이 numeric
@attribute 동승_배우자_형제수 numeric
@attribute 동승_부모_자녀수 numeric
@attribute 요금 numeric
@attribute 탑승위치 {C,Q,S}
@attribute 구명정번호 {2,11,3,10,D,4,9,6,B,8,A,5,7,C,14,'5 9',13,1,15,'5 7','8 10',12,16,'13 15 B','C D','15 16','13 15'}
@attribute 구조여부 {사망,구조}

@data
2등급,male,23,0,0,13,S,?,사망
2등급,female,28,0,0,12.65,S,?,구조
2등급,female,27,0,0,10.5,S,16,구조
2등급,male,29,1,0,21,S,?,사망
2등급,female,27,1,0,21,S,?,사망
2등급,male,40,0,0,13,S,?,사망
2등급,female,31,0,0,21,S,14,구조
2등급,male,30,1,0,21,S,?,사망
2등급,male,23,1,0,10.5,S,?,사망
2등급,female,31,0,0,21,S,10,구조
2등급,male,?,0,0,0,S,?,사망
2등급,female,12,0,0,15.75,S,9,구조
2등급,female,40,0,0,15.75,S,9,구조
2등급,female,32.5,0,0,13,S,12,구조
2등급,male,27,1,0,26,S,?,사망
2등급,female,29,1,0,26,S,10,구조
2등급,male,2,1,1,23,S,14,구조
2등급,female,4,1,1,23,S,14,구조
2등급,female,29,0,2,23,S,14,구조
2등급,female,0.9167,1,2,27.75,S,10,구조
2등급,female,5,1,2,27.75,S,10,구조
2등급,male,36,1,2,27.75,S,?,사망
2등급,female,33,1,2,27.75,S,10,구조
2등급,male,66,0,0,10.5,S,?,사망
2등급,male,?,0,0,12.875,S,?,사망
2등급,male,31,0,0,13,S,9,구조
2등급,male,?,0,0,13,S,14,구조
2등급,female,26,0,0,13.5,S,9,구조
2등급,female,24,0,0,13,S,?,사망
3등급,male,42,0,0,7.55,S,?,사망
3등급,male,13,0,2,20.25,S,?,사망
3등급,male,16,1,1,20.25,S,?,사망
3등급,female,35,1,1,20.25,S,A,구조
3등급,female,16,0,0,7.65,S,16,구조
3등급,male,25,0,0,7.65,S,A,구조
3등급,male,20,0,0,7.925,S,15,구조
3등급,female,18,0,0,7.2292,C,C,구조
3등급,male,30,0,0,7.25,S,?,사망
3등급,male,26,0,0,8.05,S,?,사망
3등급,female,40,1,0,9.475,S,?,사망
3등급,male,0.8333,0,1,9.35,S,11,구조
3등급,female,18,0,1,9.35,S,13,구조
3등급,male,26,0,0,18.7875,C,15,구조
3등급,male,26,0,0,7.8875,S,?,사망
3등급,male,20,0,0,7.925,S,?,사망
3등급,male,24,0,0,7.05,S,?,사망
3등급,male,25,0,0,7.05,S,?,사망
3등급,male,35,0,0,8.05,S,?,사망
3등급,male,18,0,0,8.3,S,?,사망
3등급,male,32,0,0,22.525,S,?,사망
3등급,female,19,1,0,7.8542,S,16,구조
3등급,male,4,4,2,31.275,S,?,사망
3등급,female,6,4,2,31.275,S,?,사망
3등급,female,2,4,2,31.275,S,?,사망
3등급,female,17,4,2,7.925,S,D,구조
3등급,female,38,4,2,7.775,S,?,사망
3등급,female,9,4,2,31.275,S,?,사망
3등급,female,11,4,2,31.275,S,?,사망
3등급,male,39,1,5,31.275,S,?,사망
3등급,male,27,0,0,7.7958,S,A,구조
3등급,male,26,0,0,7.775,S,?,사망
3등급,female,39,1,5,31.275,S,?,사망
3등급,male,20,0,0,7.8542,S,?,사망
3등급,male,26,0,0,7.8958,S,?,사망
3등급,male,25,1,0,17.8,S,?,사망
3등급,female,18,1,0,17.8,S,?,사망
3등급,male,24,0,0,7.775,S,?,사망
3등급,male,35,0,0,7.05,S,?,사망
3등급,male,5,4,2,31.3875,S,?,사망
3등급,male,9,4,2,31.3875,S,?,사망
3등급,male,3,4,2,31.3875,S,15,구조
3등급,male,13,4,2,31.3875,S,?,사망
3등급,female,5,4,2,31.3875,S,15,구조
3등급,male,40,1,5,31.3875,S,?,사망
3등급,male,23,0,0,7.7958,S,13,구조
3등급,female,38,1,5,31.3875,S,15,구조
3등급,female,45,0,0,7.225,C,C,구조
3등급,male,21,0,0,7.225,C,?,사망
3등급,male,23,0,0,7.05,S,?,사망
3등급,female,17,0,0,14.4583,C,?,사망
3등급,male,30,0,0,7.225,C,?,사망
3등급,male,23,0,0,7.8542,S,?,사망
3등급,female,13,0,0,7.2292,C,C,구조
3등급,male,20,0,0,7.225,C,?,사망
3등급,male,32,1,0,15.85,S,D,사망
3등급,female,33,3,0,15.85,S,?,구조
3등급,female,0.75,2,1,19.2583,C,C,구조
3등급,female,0.75,2,1,19.2583,C,C,구조
3등급,female,5,2,1,19.2583,C,C,구조
3등급,female,24,0,3,19.2583,C,C,구조
3등급,female,18,0,0,8.05,S,C,구조
3등급,male,40,0,0,7.225,C,?,사망
3등급,male,26,0,0,7.8958,S,?,사망
3등급,male,20,0,0,7.2292,C,15,구조
3등급,female,18,0,1,14.4542,C,?,사망
3등급,female,45,0,1,14.4542,C,?,사망
3등급,female,27,0,0,7.8792,Q,?,사망
3등급,male,22,0,0,8.05,S,?,사망
3등급,male,19,0,0,8.05,S,?,사망
3등급,male,26,0,0,7.775,S,?,사망
3등급,male,22,0,0,9.35,S,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,20,0,0,4.0125,C,?,사망
3등급,male,32,0,0,56.4958,S,C,구조
3등급,male,21,0,0,7.775,S,?,사망
3등급,male,18,0,0,7.75,S,?,사망
3등급,male,26,0,0,7.8958,S,?,사망
3등급,male,6,1,1,15.2458,C,?,사망
3등급,female,9,1,1,15.2458,C,?,사망
3등급,male,?,0,0,7.225,C,?,사망
3등급,female,?,0,2,15.2458,C,?,사망
3등급,female,?,0,2,7.75,Q,?,사망
3등급,male,40,1,1,15.5,Q,?,사망
3등급,female,32,1,1,15.5,Q,?,사망
3등급,male,21,0,0,16.1,S,?,사망
3등급,female,22,0,0,7.725,Q,13,구조
3등급,female,20,0,0,7.8542,S,?,사망
3등급,male,29,1,0,7.0458,S,?,사망
3등급,male,22,1,0,7.25,S,?,사망
3등급,male,22,0,0,7.7958,S,?,사망
3등급,male,35,0,0,8.05,S,?,사망
3등급,female,18.5,0,0,7.2833,Q,?,사망
3등급,male,21,0,0,7.8208,Q,13,구조
3등급,male,19,0,0,6.75,Q,?,사망
3등급,female,18,0,0,7.8792,Q,?,사망
3등급,female,21,0,0,8.6625,S,?,사망
3등급,female,30,0,0,8.6625,S,?,사망
3등급,male,18,0,0,8.6625,S,?,사망
3등급,male,38,0,0,8.6625,S,?,사망
3등급,male,17,0,0,8.6625,S,?,사망
3등급,male,17,0,0,8.6625,S,?,사망
3등급,female,21,0,0,7.75,Q,?,사망
3등급,male,21,0,0,7.75,Q,?,사망
3등급,male,21,0,0,8.05,S,?,사망
3등급,male,?,1,0,14.4583,C,?,사망
3등급,female,?,1,0,14.4583,C,?,사망
3등급,male,28,0,0,7.7958,S,?,사망
3등급,male,24,0,0,7.8542,S,?,사망
3등급,female,16,0,0,7.75,Q,16,구조
3등급,female,37,0,0,7.75,Q,?,사망
3등급,male,28,0,0,7.25,S,?,사망
3등급,male,24,0,0,8.05,S,?,사망
3등급,male,21,0,0,7.7333,Q,?,사망
3등급,male,32,0,0,56.4958,S,C,구조
3등급,male,29,0,0,8.05,S,?,사망
3등급,male,26,1,0,14.4542,C,?,사망
3등급,male,18,1,0,14.4542,C,?,사망
3등급,male,20,0,0,7.05,S,?,사망
3등급,male,18,0,0,8.05,S,12,구조
3등급,male,24,0,0,7.25,Q,?,사망
3등급,male,36,0,0,7.4958,S,?,사망
3등급,male,24,0,0,7.4958,S,?,사망
3등급,male,31,0,0,7.7333,Q,?,사망
3등급,male,31,0,0,7.75,Q,?,사망
3등급,female,22,0,0,7.75,Q,13,구조
3등급,female,30,0,0,7.6292,Q,?,사망
3등급,male,70.5,0,0,7.75,Q,?,사망
3등급,male,43,0,0,8.05,S,?,사망
3등급,male,35,0,0,7.8958,S,?,사망
3등급,male,27,0,0,7.8958,S,?,사망
3등급,male,19,0,0,7.8958,S,?,사망
3등급,male,30,0,0,8.05,S,?,사망
3등급,male,9,1,1,15.9,S,2,구조
3등급,male,3,1,1,15.9,S,2,구조
3등급,female,36,0,2,15.9,S,2,구조
3등급,male,59,0,0,7.25,S,?,사망
3등급,male,19,0,0,8.1583,S,?,사망
3등급,female,17,0,1,16.1,S,12,구조
3등급,male,44,0,1,16.1,S,?,사망
3등급,male,17,0,0,8.6625,S,?,사망
3등급,male,22.5,0,0,7.225,C,?,사망
3등급,male,45,0,0,8.05,S,15,구조
3등급,female,22,0,0,10.5167,S,?,사망
3등급,male,19,0,0,10.1708,S,?,사망
3등급,female,30,0,0,6.95,Q,15,구조
3등급,male,29,0,0,7.75,Q,'13 15 B',구조
3등급,male,0.3333,0,2,14.4,S,?,사망
3등급,male,34,1,1,14.4,S,?,사망
3등급,female,28,1,1,14.4,S,?,사망
3등급,male,27,0,0,7.8958,S,?,사망
3등급,male,25,0,0,7.8958,S,?,사망
3등급,male,24,2,0,24.15,S,?,사망
3등급,male,22,0,0,8.05,S,?,사망
3등급,male,21,2,0,24.15,S,?,사망
3등급,male,17,2,0,8.05,S,?,사망
3등급,male,?,1,0,16.1,S,?,사망
3등급,female,?,1,0,16.1,S,16,구조
3등급,male,36.5,1,0,17.4,S,15,구조
3등급,female,36,1,0,17.4,S,13,구조
3등급,male,30,0,0,9.5,S,11,구조
3등급,male,16,0,0,9.5,S,?,사망
3등급,male,1,1,2,20.575,S,10,구조
3등급,female,0.1667,1,2,20.575,S,10,구조
3등급,male,26,1,2,20.575,S,?,사망
3등급,female,33,1,2,20.575,S,10,구조
3등급,male,25,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,22,0,0,7.25,S,?,사망
3등급,male,36,0,0,7.25,S,?,사망
3등급,female,19,0,0,7.8792,Q,C,구조
3등급,male,17,0,0,7.8958,S,?,사망
3등급,male,42,0,0,8.6625,S,?,사망
3등급,male,43,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,32,0,0,7.75,Q,?,사망
3등급,male,19,0,0,8.05,S,B,구조
3등급,female,30,0,0,12.475,S,13,구조
3등급,female,24,0,0,7.75,Q,?,사망
3등급,female,23,0,0,8.05,S,?,구조
3등급,male,33,0,0,7.8958,C,?,사망
3등급,male,65,0,0,7.75,Q,?,사망
3등급,male,24,0,0,7.55,S,D,구조
3등급,male,23,1,0,13.9,S,?,사망
3등급,female,22,1,0,13.9,S,16,구조
3등급,male,18,0,0,7.775,S,?,사망
3등급,male,16,0,0,7.775,S,?,사망
3등급,male,45,0,0,6.975,S,?,사망
3등급,male,?,0,0,7.225,C,?,사망
3등급,male,39,0,2,7.2292,C,?,사망
3등급,male,17,1,1,7.2292,C,?,사망
3등급,male,15,1,1,7.2292,C,?,사망
3등급,male,47,0,0,7.25,S,?,사망
3등급,female,5,0,0,12.475,S,13,구조
3등급,male,?,0,0,7.225,C,?,사망
3등급,male,40.5,0,0,15.1,S,?,사망
3등급,male,40.5,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.05,S,15,구조
3등급,male,18,0,0,7.7958,S,?,사망
3등급,female,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,6.95,Q,?,사망
3등급,male,26,0,0,7.8792,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,56.4958,S,13,구조
3등급,female,21,2,2,34.375,S,?,사망
3등급,female,9,2,2,34.375,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,18,2,2,34.375,S,?,사망
3등급,male,16,1,3,34.375,S,?,사망
3등급,female,48,1,3,34.375,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.25,S,?,사망
3등급,male,25,0,0,7.7417,Q,?,사망
3등급,male,?,0,0,14.5,S,?,사망
3등급,male,?,0,0,7.8958,C,?,사망
3등급,male,22,0,0,8.05,S,?,사망
3등급,female,16,0,0,7.7333,Q,16,구조
3등급,female,?,0,0,7.75,Q,13,구조
3등급,male,9,0,2,20.525,S,'C D',구조
3등급,male,33,1,1,20.525,S,?,사망
3등급,male,41,0,0,7.85,S,?,사망
3등급,female,31,1,1,20.525,S,'C D',구조
3등급,male,38,0,0,7.05,S,?,사망
3등급,male,9,5,2,46.9,S,?,사망
3등급,male,1,5,2,46.9,S,?,사망
3등급,male,11,5,2,46.9,S,?,사망
3등급,female,10,5,2,46.9,S,?,사망
3등급,female,16,5,2,46.9,S,?,사망
3등급,male,14,5,2,46.9,S,?,사망
3등급,male,40,1,6,46.9,S,?,사망
3등급,female,43,1,6,46.9,S,?,사망
3등급,male,51,0,0,8.05,S,?,사망
3등급,male,32,0,0,8.3625,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,20,0,0,9.8458,S,?,사망
3등급,male,37,2,0,7.925,S,?,사망
3등급,male,28,2,0,7.925,S,?,사망
3등급,male,19,0,0,7.775,S,?,사망
3등급,female,24,0,0,8.85,S,?,사망
3등급,female,17,0,0,7.7333,Q,?,사망
3등급,male,?,1,0,19.9667,S,?,사망
3등급,male,?,1,0,19.9667,S,?,사망
3등급,male,28,1,0,15.85,S,?,사망
3등급,female,24,1,0,15.85,S,15,구조
3등급,male,20,0,0,9.5,S,?,사망
3등급,male,23.5,0,0,7.2292,C,?,사망
3등급,male,41,2,0,14.1083,S,?,사망
3등급,male,26,1,0,7.8542,S,?,사망
3등급,male,21,0,0,7.8542,S,?,사망
3등급,female,45,1,0,14.1083,S,11,구조
3등급,female,?,0,0,7.55,S,?,사망
3등급,male,25,0,0,7.25,S,B,사망
3등급,male,?,0,0,6.8583,Q,?,사망
3등급,male,11,0,0,18.7875,C,?,사망
3등급,female,?,0,0,7.75,Q,16,구조
3등급,male,27,0,0,6.975,S,15,구조
3등급,male,?,0,0,56.4958,S,C,구조
3등급,female,18,0,0,6.75,Q,?,사망
3등급,female,26,0,0,7.925,S,?,구조
3등급,female,23,0,0,7.925,S,?,사망
3등급,female,22,0,0,8.9625,S,C,구조
3등급,male,28,0,0,7.8958,S,?,사망
3등급,female,28,0,0,7.775,S,?,사망
3등급,female,?,0,0,7.75,Q,?,사망
3등급,female,2,0,1,12.2875,S,15,구조
3등급,female,22,1,1,12.2875,S,15,구조
3등급,male,43,0,0,6.45,S,?,사망
3등급,male,28,0,0,22.525,S,?,사망
3등급,female,27,0,0,7.925,S,?,구조
3등급,male,?,0,0,7.75,Q,?,사망
3등급,female,?,0,0,8.05,S,C,구조
3등급,male,42,0,0,7.65,S,?,사망
3등급,male,?,0,0,7.8875,S,C,구조
3등급,male,30,0,0,7.2292,C,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,female,27,1,0,7.925,S,?,사망
3등급,female,25,1,0,7.925,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,29,0,0,7.8958,C,15,구조
3등급,male,21,0,0,7.7958,S,A,구조
3등급,male,?,0,0,7.05,S,?,사망
3등급,male,20,0,0,7.8542,S,?,사망
3등급,male,48,0,0,7.8542,S,?,사망
3등급,male,17,1,0,7.0542,S,?,사망
3등급,female,?,0,0,7.75,Q,D,구조
3등급,male,?,0,0,8.1125,S,13,구조
3등급,male,34,0,0,6.4958,S,?,사망
3등급,male,26,0,0,7.775,S,15,구조
3등급,male,22,0,0,7.7958,S,?,사망
3등급,male,33,0,0,8.6542,S,?,사망
3등급,male,31,0,0,7.775,S,?,사망
3등급,male,29,0,0,7.8542,S,?,사망
3등급,male,4,1,1,11.1333,S,15,구조
3등급,female,1,1,1,11.1333,S,15,구조
3등급,male,49,0,0,0,S,?,사망
3등급,male,33,0,0,7.775,S,?,사망
3등급,male,19,0,0,0,S,?,사망
3등급,female,27,0,2,11.1333,S,15,구조
3등급,male,?,1,2,23.45,S,?,사망
3등급,female,?,1,2,23.45,S,?,사망
3등급,male,?,1,2,23.45,S,?,사망
3등급,female,?,1,2,23.45,S,?,사망
3등급,male,23,0,0,7.8958,S,?,사망
3등급,male,32,0,0,7.8542,S,15,구조
3등급,male,27,0,0,7.8542,S,?,사망
3등급,female,20,1,0,9.825,S,?,사망
3등급,female,21,1,0,9.825,S,?,사망
3등급,male,32,0,0,7.925,S,15,구조
3등급,male,17,0,0,7.125,S,?,사망
3등급,male,21,0,0,8.4333,S,?,사망
3등급,male,30,0,0,7.8958,S,?,사망
3등급,male,21,0,0,7.7958,S,13,구조
3등급,male,33,0,0,7.8542,S,?,사망
3등급,male,22,0,0,7.5208,S,?,사망
3등급,female,4,0,1,13.4167,C,15,구조
3등급,male,39,0,1,13.4167,C,15,구조
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,18.5,0,0,7.2292,C,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.25,S,A,사망
3등급,female,?,0,0,7.75,Q,16,구조
3등급,female,?,0,0,7.75,Q,D,구조
3등급,male,34.5,0,0,7.8292,Q,?,사망
3등급,male,44,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.75,Q,?,구조
3등급,male,?,1,0,14.4542,C,?,사망
3등급,female,?,1,0,14.4542,C,?,사망
3등급,male,?,1,0,7.75,Q,?,사망
3등급,male,?,1,0,7.75,Q,?,사망
3등급,male,?,0,0,7.7375,Q,?,사망
3등급,female,22,2,0,8.6625,S,?,사망
3등급,male,26,2,0,8.6625,S,?,사망
3등급,female,4,0,2,22.025,S,2,구조
3등급,male,29,3,1,22.025,S,2,구조
3등급,female,26,1,1,22.025,S,2,구조
3등급,female,1,1,1,12.1833,S,?,사망
3등급,male,18,1,1,7.8542,S,?,사망
3등급,female,36,0,2,12.1833,S,?,사망
3등급,male,?,0,0,7.8958,C,?,사망
3등급,male,25,0,0,7.2292,C,10,구조
3등급,male,?,0,0,7.225,C,?,사망
3등급,female,37,0,0,9.5875,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,56.4958,S,C,구조
3등급,male,?,0,0,56.4958,S,?,사망
3등급,female,22,0,0,7.25,S,13,구조
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,26,0,0,56.4958,S,14,구조
3등급,male,29,0,0,9.4833,S,?,사망
3등급,male,29,0,0,7.775,S,?,사망
3등급,male,22,0,0,7.775,S,?,사망
3등급,male,22,0,0,7.225,C,6,구조
3등급,male,?,3,1,25.4667,S,?,사망
3등급,female,?,3,1,25.4667,S,?,사망
3등급,female,?,3,1,25.4667,S,?,사망
3등급,female,?,3,1,25.4667,S,?,사망
3등급,female,?,0,4,25.4667,S,?,사망
3등급,male,32,0,0,7.925,S,?,사망
3등급,male,34.5,0,0,6.4375,C,?,사망
3등급,female,?,1,0,15.5,Q,?,사망
3등급,male,?,1,0,15.5,Q,?,사망
3등급,male,36,0,0,0,S,?,사망
3등급,male,39,0,0,24.15,S,?,사망
3등급,male,24,0,0,9.5,S,?,사망
3등급,female,25,0,0,7.775,S,?,사망
3등급,female,45,0,0,7.75,S,?,사망
3등급,male,36,1,0,15.55,S,A,사망
3등급,female,30,1,0,15.55,S,A,사망
3등급,male,20,1,0,7.925,S,15,구조
3등급,male,?,0,0,7.8792,Q,?,사망
3등급,male,28,0,0,56.4958,S,?,사망
3등급,male,?,0,0,7.55,S,?,사망
3등급,male,30,1,0,16.1,S,?,사망
3등급,female,26,1,0,16.1,S,?,사망
3등급,male,?,0,0,7.8792,S,?,사망
3등급,male,20.5,0,0,7.25,S,?,사망
3등급,male,27,0,0,8.6625,S,15,구조
3등급,male,51,0,0,7.0542,S,?,사망
3등급,female,23,0,0,7.8542,S,10,구조
3등급,male,32,0,0,7.5792,S,15,구조
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.55,S,?,사망
3등급,female,?,0,0,7.75,Q,15,구조
3등급,male,24,0,0,7.1417,S,13,구조
3등급,male,22,0,0,7.125,S,?,사망
3등급,female,?,0,0,7.8792,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,29,0,0,7.925,S,?,사망
3등급,male,?,0,0,7.2292,C,15,구조
3등급,female,30.5,0,0,7.75,Q,?,사망
3등급,female,?,0,0,7.7375,Q,16,구조
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,35,0,0,7.8958,C,?,사망
3등급,male,33,0,0,7.8958,S,?,사망
3등급,female,?,0,0,7.225,C,C,구조
3등급,male,?,0,0,7.8958,C,?,사망
3등급,female,?,0,0,7.75,Q,'15 16',구조
3등급,male,?,0,0,7.75,Q,?,구조
3등급,female,?,2,0,23.25,Q,16,구조
3등급,female,?,2,0,23.25,Q,16,구조
3등급,male,?,2,0,23.25,Q,16,구조
3등급,female,?,0,0,7.7875,Q,13,구조
3등급,male,?,0,0,15.5,Q,?,사망
3등급,female,?,0,0,7.8792,Q,13,구조
3등급,female,15,0,0,8.0292,Q,?,구조
3등급,female,35,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,24,1,0,16.1,S,?,사망
3등급,female,19,1,0,16.1,S,?,사망
3등급,female,?,0,0,7.75,Q,?,사망
3등급,female,?,0,0,8.05,S,?,사망
3등급,female,?,0,0,8.05,S,?,사망
3등급,male,55.5,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,21,0,0,7.775,S,15,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,24,0,0,7.8958,S,?,사망
3등급,male,21,0,0,7.8958,S,?,사망
3등급,male,28,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,female,?,0,0,7.8792,Q,16,구조
3등급,male,25,0,0,7.65,S,?,사망
3등급,male,6,0,1,12.475,S,14,구조
3등급,female,27,0,1,12.475,S,14,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,female,?,1,0,24.15,Q,16,구조
3등급,male,?,1,0,24.15,Q,?,사망
3등급,male,?,0,0,8.4583,Q,?,사망
3등급,male,34,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.775,S,B,구조
3등급,male,?,1,1,15.2458,C,C,구조
3등급,male,?,1,1,15.2458,C,C,구조
3등급,female,?,0,2,15.2458,C,C,구조
3등급,female,?,0,0,7.2292,C,?,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,female,?,0,0,7.7333,Q,16,구조
3등급,female,24,0,0,7.75,Q,15,구조
3등급,male,?,0,0,8.05,S,?,사망
3등급,female,?,1,0,15.5,Q,16,구조
3등급,female,?,1,0,15.5,Q,16,구조
3등급,female,?,0,0,15.5,Q,16,구조
3등급,male,18,0,0,7.75,S,?,사망
3등급,male,22,0,0,7.8958,S,?,사망
3등급,female,15,0,0,7.225,C,C,구조
3등급,female,1,0,2,15.7417,C,C,구조
3등급,male,20,1,1,15.7417,C,C,구조
3등급,female,19,1,1,15.7417,C,C,구조
3등급,male,33,0,0,8.05,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,female,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,12,1,0,11.2417,C,C,구조
3등급,female,14,1,0,11.2417,C,C,구조
3등급,female,29,0,0,7.925,S,?,사망
3등급,male,28,0,0,8.05,S,?,사망
3등급,female,18,0,0,7.775,S,D,구조
3등급,female,26,0,0,7.8542,S,13,구조
3등급,male,21,0,0,7.8542,S,?,사망
3등급,male,41,0,0,7.125,S,?,사망
3등급,male,39,0,0,7.925,S,9,구조
3등급,male,21,0,0,7.8,S,?,사망
3등급,male,28.5,0,0,7.2292,C,?,사망
3등급,female,22,0,0,7.75,S,13,구조
3등급,male,61,0,0,6.2375,S,?,사망
3등급,male,?,1,0,15.5,Q,?,사망
3등급,male,?,0,0,7.8292,Q,?,사망
3등급,female,?,1,0,15.5,Q,?,구조
3등급,male,?,0,0,7.7333,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,?,0,0,7.75,Q,?,사망
3등급,male,23,0,0,9.225,S,?,사망
3등급,female,?,0,0,7.75,Q,?,사망
3등급,female,?,0,0,7.75,Q,D,구조
3등급,female,?,0,0,7.8792,Q,?,구조
3등급,female,22,0,0,7.775,S,C,구조
3등급,male,?,0,0,7.75,Q,B,구조
3등급,female,?,0,0,7.8292,Q,13,구조
3등급,male,9,0,1,3.1708,S,13,구조
3등급,male,28,0,0,22.525,S,?,사망
3등급,male,42,0,1,8.4042,S,?,사망
3등급,male,?,0,0,7.3125,S,?,사망
3등급,female,31,0,0,7.8542,S,?,사망
3등급,male,28,0,0,7.8542,S,?,사망
3등급,male,32,0,0,7.775,S,A,구조
3등급,male,20,0,0,9.225,S,?,사망
3등급,female,23,0,0,8.6625,S,?,사망
3등급,female,20,0,0,8.6625,S,?,사망
3등급,male,20,0,0,8.6625,S,?,사망
3등급,male,16,0,0,9.2167,S,?,사망
3등급,female,31,0,0,8.6833,S,?,구조
3등급,female,?,0,0,7.6292,Q,?,사망
3등급,male,2,3,1,21.075,S,?,사망
3등급,male,6,3,1,21.075,S,?,사망
3등급,female,3,3,1,21.075,S,?,사망
3등급,female,8,3,1,21.075,S,?,사망
3등급,female,29,0,4,21.075,S,?,사망
3등급,male,1,4,1,39.6875,S,?,사망
3등급,male,7,4,1,39.6875,S,?,사망
3등급,male,2,4,1,39.6875,S,?,사망
3등급,male,16,4,1,39.6875,S,?,사망
3등급,male,14,4,1,39.6875,S,?,사망
3등급,female,41,0,5,39.6875,S,?,사망
3등급,male,21,0,0,8.6625,S,?,사망
3등급,male,19,0,0,14.5,S,?,사망
3등급,male,?,0,0,8.7125,C,?,사망
3등급,male,32,0,0,7.8958,S,?,사망
3등급,male,0.75,1,1,13.775,S,?,사망
3등급,female,3,1,1,13.775,S,?,사망
3등급,female,26,0,2,13.775,S,?,사망
3등급,male,?,0,0,7,S,?,사망
3등급,male,?,0,0,7.775,S,?,사망
3등급,male,?,0,0,8.05,S,?,사망
3등급,male,21,0,0,7.925,S,?,사망
3등급,male,25,0,0,7.925,S,?,사망
3등급,male,22,0,0,7.25,S,?,사망
3등급,male,25,1,0,7.775,S,15,구조
3등급,male,?,1,1,22.3583,C,C,구조
3등급,female,?,1,1,22.3583,C,D,구조
3등급,female,?,0,2,22.3583,C,D,구조
3등급,female,?,0,0,8.1375,Q,?,사망
3등급,male,24,0,0,8.05,S,?,사망
3등급,female,28,0,0,7.8958,S,?,사망
3등급,male,19,0,0,7.8958,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,25,1,0,7.775,S,?,사망
3등급,female,18,0,0,7.775,S,?,사망
3등급,male,32,0,0,8.05,S,9,구조
3등급,male,?,0,0,7.8958,S,?,사망
3등급,male,17,0,0,8.6625,S,?,사망
3등급,male,24,0,0,8.6625,S,?,사망
3등급,male,?,0,0,7.8958,S,?,사망
3등급,female,?,0,0,8.1125,S,?,사망
3등급,male,?,0,0,7.2292,C,?,사망
3등급,male,?,0,0,7.25,S,?,사망
3등급,male,38,0,0,7.8958,S,?,사망
3등급,male,21,0,0,8.05,S,?,사망
